meeting,is_sep,fed_date,fed_source,n_fed,rstar_fed,rstar_fed_mean,rstar_fed_sd,rstar_fed_iqr,fed_date_at,rstar_fed_at,sep_revision,rstar_spd,i_star_spd,pi_star_spd,i_star_iqr_spd,pi_source_spd,acm_date,rstar_acm,rn_fwd_9y1y,tp_fwd_9y1y,wedge_spd,wedge_acm,dy1_d1,drn1_d1,dtp1_d1,dy2_d1,drn2_d1,dtp2_d1,dy3_d1,drn3_d1,dtp3_d1,dy4_d1,drn4_d1,dtp4_d1,dy5_d1,drn5_d1,dtp5_d1,dy6_d1,drn6_d1,dtp6_d1,dy7_d1,drn7_d1,dtp7_d1,dy8_d1,drn8_d1,dtp8_d1,dy9_d1,drn9_d1,dtp9_d1,dy10_d1,drn10_d1,dtp10_d1,dy1_d2,drn1_d2,dtp1_d2,dy2_d2,drn2_d2,dtp2_d2,dy3_d2,drn3_d2,dtp3_d2,dy4_d2,drn4_d2,dtp4_d2,dy5_d2,drn5_d2,dtp5_d2,dy6_d2,drn6_d2,dtp6_d2,dy7_d2,drn7_d2,dtp7_d2,dy8_d2,drn8_d2,dtp8_d2,dy9_d2,drn9_d2,dtp9_d2,dy10_d2,drn10_d2,dtp10_d2,istar_fed,istar_acm,br_date,istar_rt,istar_ese,band_width,wedge_br_rt,wedge_br_ese
2012-03-13,False,2012-01-25,table2_compilation,17.0,2.2,2.2029411764705884,0.2403860793141476,0.5,,,,,,,,,2012-03-12,0.4181761094625944,2.4181761094625944,1.418687362607132,,1.7818238905374058,1.2938581576167618,-0.8674359815070976,2.16129413912386,3.013066095200956,-1.158889621371353,4.17195571657231,4.812039553676134,-1.070853543505279,5.882893097181413,6.327090391729384,-0.9022684995711738,7.229358891300558,7.537857380168367,-0.7347827725595613,8.272640152727927,8.50036722646108,-0.5902803198497786,9.090647546310858,9.273279142556955,-0.4717822418100481,9.745061384367004,9.902721207729616,-0.3765563244370717,10.279277532166686,10.42244868765698,-0.3005808539046528,10.723029541561637,10.856868158715605,-0.2400232693262172,11.096891428041822,2.022187200936626,-3.556010389274069,5.578197590210696,8.72071321536813,-2.399009946128239,11.11972316149637,14.368068968596276,-1.3379994270005635,15.70606839559684,18.56371437879555,-0.5380093959844012,19.10172377477995,21.59442219096097,0.0450930558759665,21.549329135085003,23.79999964111872,0.4656938024066859,23.334305838712037,25.438879189828256,0.7670297703923024,24.671849419435954,26.68681195465608,0.9810781600057216,25.705733794650357,27.65976908326364,1.1310904872017025,26.528678596061937,28.43444335654421,1.233940995011884,27.20050236153233,4.2,2.4181761094625944,2011-12-30,3.15167679522034,1.98757210653668,5.290416298792245,1.0483232047796602,2.21242789346332
2012-04-25,True,2012-01-25,table2_compilation,17.0,2.2,2.2029411764705884,0.2403860793141476,0.5,2012-04-25,2.2,0.0,,,,,,2012-04-24,0.3978725397266025,2.3978725397266025,1.40775969415645,,1.8021274602733977,-1.9611777499150411,-2.847613690820788,0.8864359409057471,-1.381667942950349,-2.7900949877499026,1.408427044799554,-0.9172731692512924,-2.6483974474265426,1.73112427817525,-0.5008240838175859,-2.485677650827456,1.98485356700987,-0.1214337898395312,-2.327920607550493,2.206486817710962,0.2207751837572047,-2.1832241837627557,2.40399936751996,0.5258743438552926,-2.052893995567706,2.5787683394229988,0.7956774838740355,-1.9359310197770263,2.731608503651062,1.033183761444301,-1.8307277834688664,2.863911544913167,1.2418798074828263,-1.7356750834979229,2.977554890980749,0.3362242526929598,0.1690067654041421,0.1672174872888177,-0.9557087814972276,-0.7124291976976643,-0.2432795837995632,-1.8115353705503767,-1.128665000327822,-0.6828703702225547,-2.241176820267854,-1.3154523329508172,-0.9257244873170368,-2.383999250946567,-1.3916624404409217,-0.9923368105056452,-2.3593654363558203,-1.4123318339694046,-0.9470336023864157,-2.245988387626596,-1.4038433614039114,-0.8421450262226848,-2.0909293285127584,-1.3795695935982175,-0.7113597349145406,-1.920897080614381,-1.346682007702138,-0.574215072912243,-1.7504363259079891,-1.3092243708174855,-0.4412119550905036,4.2,2.3978725397266025,2012-03-30,3.08897374427443,2.11851251931931,5.21445526816734,1.1110262557255703,2.08148748068069
2012-06-20,True,2012-04-25,table2_compilation,17.0,2.2,2.1852941176470586,0.2939411234976232,0.5,2012-06-20,2.2,0.0,,,,,,2012-06-19,0.5054437331476294,2.5054437331476294,0.50493705656335,,1.6945562668523708,2.3081825989498124,2.470310124544972,-0.1621275255951598,2.7649042290320947,2.7868985375543334,-0.0219943085222384,3.0094244227239275,2.858575405989694,0.1508490167342335,3.054095194232332,2.819997015800979,0.2340981784313522,2.9720213284471497,2.736041730699912,0.2359795977472378,2.8235422764111284,2.635048377064164,0.1884938993469642,2.647133968892379,2.529488929004442,0.1176450398879369,2.4647584734122097,2.4249428291645447,0.0398156442476649,2.287999178024336,2.32389922469185,-0.0359000466675141,2.122400173094108,2.2274116112687814,-0.1050114381746736,2.139532725394036,3.3216414669211938,-1.1821087415271574,2.296212975020845,3.846504810071166,-1.5502918350503214,2.293223093369395,3.953979562886234,-1.6607564695168386,2.0651351723419142,3.8817317711058896,-1.8165965987639756,1.6932403833027632,3.741431097250114,-2.048190713947351,1.2569301167605906,3.579861065045553,-2.3229309482849625,0.8079888188886386,3.416278829960895,-2.608290011072256,0.3750970343159521,3.2584105796664486,-2.883313545350497,-0.0279198397300506,3.109089104204532,-3.1370089439345827,-0.3958201614014944,2.969053268527544,-3.3648734299290384,4.2,2.5054437331476294,2012-03-30,3.08897374427443,2.11851251931931,5.21445526816734,1.1110262557255703,2.08148748068069
2012-08-01,False,2012-06-20,table2_compilation,19.0,2.2,2.110526315789474,0.3736656778206468,0.3999999999999999,,,,,,,,,2012-07-31,0.4621729509805838,2.462172950980584,0.4614964376673067,,1.7378270490194163,0.6500863551574948,-0.4829024749008315,1.1329888300583262,1.6249265354394138,-0.6355941677949728,2.260520703234387,2.670351882142485,-0.5777241913909603,3.2480760735334457,3.545825285694443,-0.4789043680360927,4.024729653730535,4.23673012908271,-0.3831079078803201,4.619838036963031,4.778421024030832,-0.3014704484578412,5.079891472488674,5.207819495735011,-0.2350947289888383,5.442914224723849,5.5536156308352735,-0.1821404430579098,5.735756073893183,5.836484403071296,-0.1401857084292634,5.976670111500559,6.071124276015194,-0.1069873089799555,6.17811158499515,1.2698036453043238,1.9679628432491716,-0.6981591979448476,1.311965069942314,2.204545047920919,-0.8925799779786053,1.3220310698844329,2.242724254916495,-0.920693185032062,1.2168654951875968,2.1924600012804274,-0.9755945060928306,1.0294902961995869,2.109077689533112,-1.0795873933335254,0.8020384350726495,2.0160198377973337,-1.2139814027246842,0.5638476863390807,1.9229038603641333,-1.3590561740250529,0.3317897610464859,1.8335281614471064,-1.501738400400621,0.1143297964634859,1.7492269642092495,-1.6348971677457635,-0.0850525215805309,1.6702882596271618,-1.7553407812076929,4.2,2.462172950980584,2012-06-29,3.15170286974135,1.92429018901582,5.239806117899793,1.0482971302586503,2.2757098109841802
2012-09-13,True,2012-06-20,table2_compilation,19.0,2.2,2.110526315789474,0.3736656778206468,0.3999999999999999,2012-09-13,2.0,-0.2000000000000001,,,,,,2012-09-12,0.4061248160997692,2.406124816099769,1.02034882444108,,1.793875183900231,0.0659573635185956,-1.5972199772208706,1.663177340739466,-0.6793819437773962,-1.7785556758415089,1.0991737320641126,-2.124379269483984,-1.9721875360669492,-0.1521917334170341,-3.1709812955624974,-2.0603112983460345,-1.1106699972164624,-3.740816545860615,-2.081041262869177,-1.659775282991438,-3.967269301743781,-2.063780428351869,-1.903488873391912,-3.9822779519403273,-2.025294850794479,-1.9569831011458485,-3.878343082904445,-1.975015732910768,-1.9033273499936776,-3.713373303513468,-1.91841642595465,-1.7949568775588176,-3.521720025658581,-1.8587871611033255,-1.6629328645552557,0.3234063108750046,-5.343913070432402,5.667319381307406,0.8776538726405075,-7.110372894170852,7.98802676681136,1.4438041158548742,-7.598644812509548,9.042448928364422,2.509924161143984,-7.532343719596901,10.042267880740884,3.926949063044416,-7.25680092021247,11.183749983256885,5.488587616651608,-6.915411458750754,12.40399907540236,7.051828478292155,-6.565947803394112,13.617776281686266,8.536953038464778,-6.230721741489065,14.767674779953843,9.906849880134816,-5.917314808174301,15.824164688309118,11.149356909698938,-5.62722608994255,16.776582999641487,4.2,2.4061248160997692,2012-06-29,3.15170286974135,1.92429018901582,5.239806117899793,1.0482971302586503,2.2757098109841802
2012-10-24,False,2012-09-13,table2_compilation,19.0,2.0,2.071052631578948,0.3700340629674958,0.2999999999999998,,,,,,,,,2012-10-23,0.4535500965166967,2.4535500965166968,0.886046969310887,,1.5464499034833032,0.2752395365051424,-0.6839755062088698,0.9592150427140124,-0.7733831489079024,-1.962452749478466,1.1890696005705637,-1.1512330603226872,-2.4554307124613484,1.3041976521386611,-1.0736545067827064,-2.6096658654074845,1.536011358624778,-0.7460974042249324,-2.6184968267737307,1.8723994225487983,-0.3047225191205038,-2.564405962221284,2.2596834431007795,0.1717164472661236,-2.483708152988417,2.655424600254541,0.6413317200589796,-2.392974073713239,3.0343057937722184,1.083722895460015,-2.2999818770697456,3.383704772529761,1.490390481613546,-2.208430488950963,3.698820970564509,-1.5081685497252837,-3.251431516518716,1.7432629667934323,1.187627454698814,-2.275917061543492,3.4635445162423064,3.1702350053863797,-1.638505233891907,4.808740239278286,4.531425662363386,-1.213158042149698,5.744583704513085,5.455811055097293,-0.9172967912222664,6.373107846319559,6.09229178992412,-0.7044029968739096,6.79669478679803,6.541322246800507,-0.5472137593219406,7.088536006122448,6.866986314345236,-0.4288211607988312,7.295807475144067,7.109693731300504,-0.3382179612285263,7.44791169252903,7.295149813789603,-0.2679623717636747,7.563112185553278,4.0,2.4535500965166968,2012-09-28,3.13761945907104,1.89711865783386,5.229088484692295,0.8623805409289602,2.10288134216614
2012-12-12,True,2012-09-13,table2_compilation,19.0,2.0,2.071052631578948,0.3700340629674958,0.2999999999999998,2012-12-12,2.0,0.0,,,,,,2012-12-11,0.4322198548448952,2.4322198548448952,0.7413298751268953,,1.5677801451551048,-0.2423063445951973,-2.307907426435385,2.0656010818401875,0.0199341184383555,-3.225601528954253,3.245535647392608,0.627248081972176,-3.449095046212103,4.076343128184279,1.4162026910261694,-3.4056775223299085,4.821880213356078,2.259745495986343,-3.2673433394795337,5.527088835465877,3.0835027079667565,-3.101774274039637,6.1852769820063935,3.8508335324927145,-2.935264389051317,6.786097921544032,4.547422429794978,-2.7774919717120428,7.324914401507021,5.170915047079538,-2.6314056198589064,7.802320666938445,5.724833545000374,-2.497263497016333,8.222097042016706,-0.0958602224374743,-1.8712296592900133,1.775369436852539,1.2573799230410077,-2.3303281066752057,3.5877080297162136,2.945435464733559,-2.28181132610204,5.227246790835599,4.444715461536236,-2.1039254003746954,6.548640861910932,5.674544237003032,-1.9068876596635145,7.581431896666546,6.66783763940434,-1.7244090746823535,8.392246714086692,7.474204345314628,-1.5648251180722994,9.039029463386928,8.136217831326075,-1.4279345033883173,9.564152334714391,8.686309250342216,-1.310967315580713,9.997276565922933,9.14849566131226,-1.210717445341003,10.359213106653264,4.0,2.4322198548448952,2012-09-28,3.13761945907104,1.89711865783386,5.229088484692295,0.8623805409289602,2.10288134216614
2013-01-30,False,2012-12-12,table2_compilation,19.0,2.0,2.0473684210526315,0.3632722931944715,0.375,,,,2.0,4.0,2.0,0.0,assumed,2013-01-29,0.4058226617648159,2.405822661764816,1.3874121480365655,0.0,1.594177338235184,-2.1332958283986487,-2.7620926249464355,0.628796796547787,-1.9873086424815332,-2.860499465287547,0.8731908228060137,-1.8354995977100883,-2.808090265193075,0.9725906674829864,-1.6228540831522698,-2.6958338961271364,1.0729798129748669,-1.371609418718278,-2.56668706480212,1.195077646083842,-1.1091266055712756,-2.4376986398251588,1.3285720342538831,-0.8535990338706112,-2.3150862383518933,1.461487204481282,-0.6146544728791836,-2.200715799665276,1.5860613267860924,-0.3963084717138798,-2.094744902387502,1.6984364306736222,-0.1993711346406357,-1.996699848251016,1.79732871361038,-1.8752633684692568,-1.7181975367891456,-0.1570658316801115,-2.431752145550176,-2.328425455157407,-0.1033266903927687,-2.3809549276989306,-2.4921646167532394,0.111209689054309,-2.129231540206955,-2.4905758527813515,0.3613443125743965,-1.8272314275755157,-2.425027701714988,0.5977962741394727,-1.529911060342748,-2.335754910403387,0.8058438500606391,-1.2560692169886645,-2.239551275036677,0.983482058048013,-1.0106176706959458,-2.14360316292912,1.132985492233174,-0.793148219253692,-2.050964202320138,1.257815983066446,-0.6013296680243752,-1.96284467721386,1.3615150091894843,4.0,2.405822661764816,2012-12-31,2.98643535257049,1.89428187706418,5.154028407574838,1.0135646474295101,2.10571812293582
2013-03-20,True,2012-12-12,table2_compilation,19.0,2.0,2.0473684210526315,0.3632722931944715,0.375,2013-03-20,2.0,0.0,2.0,4.0,2.0,0.25,assumed,2013-03-19,0.3794540657374696,2.3794540657374696,1.312178047626925,0.0,1.6205459342625304,0.1588781357748231,-1.204245756444497,1.36312389221932,0.5574557292694488,-1.8039179474867857,2.3613736767562346,1.2454496027367037,-1.927462899230703,3.1729125019674065,1.9822521629553336,-1.8842799391011853,3.866532102056519,2.6791217500175546,-1.7870433459668544,4.466165095984409,3.307496117334608,-1.6777910834888776,4.985287200823485,3.8625116706099583,-1.5718682718173893,5.434379942427348,4.348346800648328,-1.4742849928075952,5.822631793455924,4.772215718265516,-1.3860524163756829,6.158268134641198,5.141893372095918,-1.3067025121910714,6.4485958842869895,-0.5831429350239281,-1.1203959224247857,0.5372529874008575,0.7759350640273305,-0.3909407056327391,1.1668757696600696,1.6337832449578316,-0.0100308874477039,1.6438141324055355,2.129896032025336,0.1979509535930013,1.9319450784323344,2.39844944641332,0.3169614012274446,2.0814880451858757,2.5318772896098185,0.3869137557368507,2.144963533872968,2.5873428030283474,0.4279991048589115,2.159343698169436,2.598734705868133,0.4511824574250589,2.1475522484430742,2.5858221533797687,0.4628199923253584,2.1230021610544103,2.560075555334551,0.4668047834474054,2.0932707718871457,4.0,2.3794540657374696,2012-12-31,2.98643535257049,1.89428187706418,5.154028407574838,1.0135646474295101,2.10571812293582
2013-05-01,False,2013-03-20,table2_compilation,19.0,2.0,2.0210526315789474,0.3313909241339267,0.2749999999999999,,,,,,,,,2013-04-30,0.4108295448501184,2.4108295448501185,0.8671230466351356,,1.5891704551498815,0.3141067992233626,1.9065485375826392,-1.5924417383592764,-0.474085790285253,2.134709316852987,-2.60879510713824,-1.2112012022252872,2.101646922286249,-3.312848124511536,-1.899339711978476,1.9830206653709936,-3.8823603773494697,-2.527366128572905,1.8459198231503549,-4.37328595172326,-3.0896046880160566,1.713940608697817,-4.803545296713874,-3.5866828314237376,1.594202105052267,-5.180884936476005,-4.023056279310189,1.48775832471999,-5.510814604030179,-4.40487796923561,1.393589506445836,-5.798467475681446,-4.738694824288614,1.3101221533756036,-6.0488169776642176,-0.5303244949815544,0.886984955909137,-1.4173094508906914,-1.09683181828836,1.2009733333200046,-2.297805151608365,-1.6612582010433474,1.244431378103572,-2.9056895791469195,-2.213416633375859,1.1919667268253664,-3.405383360201225,-2.7324836820100677,1.11174407997211,-3.8442277619821774,-3.205894618434713,1.0289129884767156,-4.234807606911428,-3.6294669590338113,0.9520315335164063,-4.581498492550217,-4.004252168241851,0.8833356965298078,-4.887587864771659,-4.333933837406367,0.8227361041150738,-5.156669941521441,-4.623220409078854,0.7693820120994177,-5.392602421178272,4.0,2.4108295448501185,2013-03-28,2.88445178143071,1.87743220486559,5.039548315538046,1.1155482185692902,2.12256779513441
