meeting,is_sep,fed_date,fed_source,n_fed,rstar_fed,rstar_fed_mean,rstar_fed_sd,rstar_fed_iqr,fed_date_at,rstar_fed_at,sep_revision,rstar_spd,i_star_spd,pi_star_spd,i_star_iqr_spd,pi_source_spd,acm_date,rstar_acm,rn_fwd_9y1y,tp_fwd_9y1y,wedge_spd,wedge_acm,dy1_d1,drn1_d1,dtp1_d1,dy2_d1,drn2_d1,dtp2_d1,dy3_d1,drn3_d1,dtp3_d1,dy4_d1,drn4_d1,dtp4_d1,dy5_d1,drn5_d1,dtp5_d1,dy6_d1,drn6_d1,dtp6_d1,dy7_d1,drn7_d1,dtp7_d1,dy8_d1,drn8_d1,dtp8_d1,dy9_d1,drn9_d1,dtp9_d1,dy10_d1,drn10_d1,dtp10_d1,dy1_d2,drn1_d2,dtp1_d2,dy2_d2,drn2_d2,dtp2_d2,dy3_d2,drn3_d2,dtp3_d2,dy4_d2,drn4_d2,dtp4_d2,dy5_d2,drn5_d2,dtp5_d2,dy6_d2,drn6_d2,dtp6_d2,dy7_d2,drn7_d2,dtp7_d2,dy8_d2,drn8_d2,dtp8_d2,dy9_d2,drn9_d2,dtp9_d2,dy10_d2,drn10_d2,dtp10_d2
2012-01-25,True,,,,,,,,2012-01-25,2.2,,,,,,,2012-01-24,0.3717671779081062,2.371767177908106,1.6373255337207429,,,0.15218146572126834,-0.5811631091816316,0.7333445749029,-3.5923454835603414,-2.6262139879382196,-0.9661314956221217,-6.693542037852401,-3.6884135037712484,-3.0051285340811527,-8.54213708062913,-4.1857071020164724,-4.356429978612658,-9.418592910931888,-4.394160826360183,-5.024432084571706,-9.679733165789584,-4.451030482749141,-5.228702683040442,-9.587605413868271,-4.425049501349809,-5.162555912518463,-9.308083633775222,-4.3524170395157435,-4.955666594259478,-8.939640959636574,-4.2532804813665726,-4.686360478270002,-8.538602015999341,-4.139418249271443,-4.399183766727899,-0.3011572953312558,-0.5988009030677421,0.29764360773648635,-4.977193106932287,-2.4619786825410412,-2.515214424391246,-9.364133558674991,-3.591277966983239,-5.772855591691753,-12.272654812381445,-4.1855542400344445,-8.087100572347,-13.925850993392553,-4.479735973321796,-9.446115020070756,-14.740377598675591,-4.604082446742808,-10.136295151932783,-15.044344221809158,-4.628590260410881,-10.415753961398277,-15.053461583344351,-4.592521730451626,-10.460939852892725,-14.90013960356935,-4.519070452080021,-10.381069151489331,-14.663135822851592,-4.42257595602924,-10.240559866822352
2012-03-13,False,2012-01-25,table2_compilation,17.0,2.2,2.2029411764705884,0.2403860793141476,0.5,,,,,,,,,2012-03-12,0.4181761094625944,2.4181761094625944,1.4186873626071321,,1.7818238905374058,1.2938581576167618,-0.8674359815070976,2.1612941391238594,3.013066095200956,-1.1588896213713533,4.17195571657231,4.812039553676134,-1.070853543505279,5.882893097181413,6.327090391729384,-0.9022684995711738,7.229358891300558,7.537857380168367,-0.7347827725595613,8.272640152727927,8.50036722646108,-0.5902803198497786,9.090647546310858,9.273279142556955,-0.47178224181004813,9.745061384367004,9.902721207729615,-0.37655632443707177,10.279277532166686,10.422448687656981,-0.30058085390465283,10.723029541561635,10.856868158715605,-0.2400232693262172,11.096891428041822,2.022187200936626,-3.5560103892740695,5.578197590210696,8.72071321536813,-2.399009946128239,11.11972316149637,14.368068968596276,-1.3379994270005635,15.706068395596839,18.56371437879555,-0.5380093959844012,19.10172377477995,21.59442219096097,0.04509305587596657,21.549329135085003,23.799999641118717,0.4656938024066859,23.334305838712034,25.438879189828256,0.7670297703923024,24.671849419435954,26.686811954656076,0.9810781600057217,25.705733794650353,27.65976908326364,1.1310904872017025,26.528678596061937,28.434443356544215,1.233940995011884,27.20050236153233
2012-04-25,True,2012-01-25,table2_compilation,17.0,2.2,2.2029411764705884,0.2403860793141476,0.5,2012-04-25,2.2,0.0,,,,,,2012-04-24,0.3978725397266025,2.3978725397266025,1.40775969415645,,1.8021274602733977,-1.9611777499150413,-2.847613690820788,0.8864359409057471,-1.3816679429503487,-2.7900949877499026,1.408427044799554,-0.9172731692512925,-2.6483974474265426,1.73112427817525,-0.5008240838175859,-2.485677650827456,1.98485356700987,-0.12143378983953124,-2.3279206075504932,2.206486817710962,0.22077518375720473,-2.1832241837627553,2.40399936751996,0.5258743438552926,-2.052893995567706,2.5787683394229988,0.7956774838740355,-1.9359310197770263,2.731608503651062,1.0331837614443007,-1.8307277834688662,2.863911544913167,1.2418798074828263,-1.7356750834979229,2.977554890980749,0.33622425269295986,0.16900676540414217,0.1672174872888177,-0.9557087814972276,-0.7124291976976643,-0.24327958379956327,-1.8115353705503767,-1.128665000327822,-0.6828703702225547,-2.241176820267854,-1.3154523329508172,-0.9257244873170367,-2.383999250946567,-1.3916624404409217,-0.9923368105056452,-2.3593654363558203,-1.4123318339694046,-0.9470336023864157,-2.2459883876265962,-1.4038433614039114,-0.8421450262226848,-2.0909293285127584,-1.3795695935982177,-0.7113597349145406,-1.920897080614381,-1.346682007702138,-0.574215072912243,-1.7504363259079891,-1.3092243708174855,-0.4412119550905036
2012-06-20,True,2012-04-25,table2_compilation,17.0,2.2,2.1852941176470586,0.2939411234976232,0.5,2012-06-20,2.2,0.0,,,,,,2012-06-19,0.5054437331476294,2.5054437331476294,0.50493705656335,,1.6945562668523708,2.3081825989498124,2.470310124544972,-0.16212752559515986,2.7649042290320947,2.7868985375543334,-0.021994308522238493,3.0094244227239275,2.858575405989694,0.15084901673423357,3.0540951942323313,2.819997015800979,0.23409817843135228,2.9720213284471497,2.736041730699912,0.23597959774723787,2.8235422764111284,2.635048377064164,0.18849389934696426,2.647133968892379,2.529488929004442,0.11764503988793695,2.4647584734122097,2.4249428291645447,0.03981564424766493,2.287999178024336,2.32389922469185,-0.03590004666751412,2.122400173094108,2.2274116112687814,-0.10501143817467362,2.139532725394036,3.3216414669211938,-1.1821087415271574,2.296212975020845,3.846504810071166,-1.5502918350503214,2.293223093369395,3.953979562886234,-1.6607564695168386,2.0651351723419142,3.8817317711058896,-1.8165965987639754,1.6932403833027632,3.741431097250114,-2.048190713947351,1.2569301167605906,3.579861065045553,-2.3229309482849625,0.8079888188886386,3.416278829960895,-2.608290011072256,0.3750970343159521,3.2584105796664486,-2.8833135453504966,-0.027919839730050633,3.109089104204532,-3.1370089439345827,-0.39582016140149445,2.969053268527544,-3.3648734299290384
2012-08-01,False,2012-06-20,table2_compilation,19.0,2.2,2.110526315789474,0.3736656778206468,0.3999999999999999,,,,,,,,,2012-07-31,0.46217295098058386,2.462172950980584,0.46149643766730675,,1.7378270490194163,0.6500863551574948,-0.4829024749008315,1.1329888300583262,1.6249265354394138,-0.6355941677949728,2.260520703234387,2.6703518821424854,-0.5777241913909603,3.2480760735334457,3.545825285694443,-0.4789043680360927,4.024729653730535,4.23673012908271,-0.3831079078803201,4.619838036963031,4.778421024030832,-0.3014704484578412,5.079891472488674,5.207819495735011,-0.23509472898883832,5.442914224723849,5.5536156308352735,-0.18214044305790988,5.735756073893183,5.836484403071296,-0.14018570842926348,5.976670111500559,6.071124276015194,-0.10698730897995556,6.17811158499515,1.2698036453043238,1.9679628432491714,-0.6981591979448476,1.311965069942314,2.204545047920919,-0.8925799779786053,1.3220310698844329,2.242724254916495,-0.9206931850320621,1.2168654951875968,2.1924600012804274,-0.9755945060928306,1.0294902961995867,2.109077689533112,-1.0795873933335254,0.8020384350726495,2.0160198377973337,-1.2139814027246842,0.5638476863390807,1.9229038603641335,-1.3590561740250529,0.33178976104648594,1.8335281614471066,-1.5017384004006207,0.11432979646348596,1.7492269642092495,-1.6348971677457635,-0.0850525215805309,1.6702882596271618,-1.7553407812076927
2012-09-13,True,2012-06-20,table2_compilation,19.0,2.2,2.110526315789474,0.3736656778206468,0.3999999999999999,2012-09-13,2.0,-0.20000000000000018,,,,,,2012-09-12,0.40612481609976925,2.4061248160997692,1.02034882444108,,1.793875183900231,0.0659573635185956,-1.5972199772208706,1.663177340739466,-0.6793819437773962,-1.7785556758415089,1.0991737320641126,-2.124379269483984,-1.9721875360669494,-0.15219173341703418,-3.1709812955624974,-2.0603112983460345,-1.1106699972164624,-3.7408165458606146,-2.0810412628691766,-1.659775282991438,-3.967269301743781,-2.063780428351869,-1.903488873391912,-3.9822779519403273,-2.025294850794479,-1.9569831011458483,-3.878343082904445,-1.9750157329107676,-1.9033273499936776,-3.7133733035134675,-1.91841642595465,-1.7949568775588176,-3.521720025658581,-1.8587871611033258,-1.6629328645552555,0.3234063108750046,-5.343913070432402,5.667319381307406,0.8776538726405075,-7.110372894170852,7.98802676681136,1.4438041158548742,-7.598644812509548,9.042448928364422,2.5099241611439838,-7.532343719596901,10.042267880740885,3.926949063044416,-7.25680092021247,11.183749983256885,5.488587616651608,-6.915411458750754,12.40399907540236,7.051828478292155,-6.565947803394112,13.617776281686266,8.536953038464778,-6.230721741489065,14.767674779953843,9.906849880134816,-5.917314808174301,15.824164688309118,11.149356909698938,-5.62722608994255,16.776582999641487
2012-10-24,False,2012-09-13,table2_compilation,19.0,2.0,2.0710526315789477,0.3700340629674958,0.2999999999999998,,,,,,,,,2012-10-23,0.45355009651669675,2.4535500965166968,0.886046969310887,,1.5464499034833032,0.27523953650514243,-0.6839755062088698,0.9592150427140123,-0.7733831489079024,-1.962452749478466,1.1890696005705637,-1.1512330603226872,-2.4554307124613484,1.3041976521386611,-1.0736545067827064,-2.6096658654074845,1.5360113586247781,-0.7460974042249324,-2.6184968267737307,1.8723994225487983,-0.30472251912050385,-2.5644059622212834,2.2596834431007795,0.17171644726612367,-2.4837081529884175,2.655424600254541,0.6413317200589796,-2.392974073713239,3.0343057937722184,1.0837228954600153,-2.2999818770697456,3.383704772529761,1.490390481613546,-2.208430488950963,3.698820970564509,-1.5081685497252835,-3.251431516518716,1.7432629667934325,1.1876274546988141,-2.275917061543492,3.4635445162423064,3.1702350053863793,-1.638505233891907,4.808740239278286,4.531425662363386,-1.213158042149698,5.744583704513085,5.455811055097293,-0.9172967912222663,6.373107846319559,6.09229178992412,-0.7044029968739096,6.79669478679803,6.541322246800507,-0.5472137593219406,7.088536006122448,6.866986314345236,-0.42882116079883126,7.295807475144067,7.109693731300504,-0.3382179612285263,7.44791169252903,7.295149813789603,-0.26796237176367477,7.563112185553278
2012-12-12,True,2012-09-13,table2_compilation,19.0,2.0,2.0710526315789477,0.3700340629674958,0.2999999999999998,2012-12-12,2.0,0.0,,,,,,2012-12-11,0.4322198548448952,2.4322198548448952,0.7413298751268953,,1.5677801451551048,-0.2423063445951973,-2.307907426435385,2.0656010818401875,0.019934118438355575,-3.225601528954253,3.2455356473926082,0.627248081972176,-3.449095046212103,4.076343128184279,1.4162026910261694,-3.4056775223299085,4.821880213356078,2.259745495986343,-3.2673433394795337,5.527088835465877,3.0835027079667565,-3.101774274039637,6.1852769820063935,3.8508335324927145,-2.9352643890513175,6.786097921544032,4.547422429794978,-2.7774919717120428,7.324914401507021,5.170915047079538,-2.6314056198589064,7.802320666938445,5.724833545000374,-2.497263497016333,8.222097042016706,-0.09586022243747438,-1.8712296592900135,1.775369436852539,1.2573799230410077,-2.3303281066752057,3.5877080297162136,2.945435464733559,-2.28181132610204,5.227246790835599,4.444715461536236,-2.1039254003746954,6.548640861910932,5.6745442370030315,-1.9068876596635143,7.581431896666546,6.66783763940434,-1.7244090746823537,8.392246714086692,7.474204345314628,-1.5648251180722994,9.039029463386928,8.136217831326075,-1.4279345033883173,9.564152334714393,8.686309250342216,-1.3109673155807133,9.997276565922931,9.14849566131226,-1.210717445341003,10.359213106653264
2013-01-30,False,2012-12-12,table2_compilation,19.0,2.0,2.0473684210526315,0.3632722931944715,0.375,,,,2.0,4.0,2.0,0.0,assumed,2013-01-29,0.40582266176481596,2.405822661764816,1.3874121480365655,0.0,1.594177338235184,-2.1332958283986487,-2.7620926249464355,0.628796796547787,-1.9873086424815334,-2.860499465287547,0.8731908228060137,-1.8354995977100885,-2.808090265193075,0.9725906674829865,-1.6228540831522698,-2.6958338961271364,1.0729798129748669,-1.3716094187182781,-2.56668706480212,1.195077646083842,-1.1091266055712756,-2.4376986398251588,1.3285720342538831,-0.8535990338706112,-2.3150862383518933,1.461487204481282,-0.6146544728791836,-2.200715799665276,1.5860613267860924,-0.39630847171387984,-2.094744902387502,1.6984364306736222,-0.19937113464063572,-1.9966998482510157,1.79732871361038,-1.8752633684692572,-1.7181975367891456,-0.15706583168011157,-2.431752145550176,-2.328425455157407,-0.10332669039276876,-2.3809549276989306,-2.4921646167532394,0.11120968905430906,-2.129231540206955,-2.4905758527813515,0.3613443125743965,-1.8272314275755153,-2.425027701714988,0.5977962741394727,-1.529911060342748,-2.335754910403387,0.8058438500606391,-1.2560692169886645,-2.2395512750366775,0.983482058048013,-1.0106176706959458,-2.1436031629291197,1.132985492233174,-0.793148219253692,-2.050964202320138,1.257815983066446,-0.6013296680243752,-1.9628446772138597,1.3615150091894845
2013-03-20,True,2012-12-12,table2_compilation,19.0,2.0,2.0473684210526315,0.3632722931944715,0.375,2013-03-20,2.0,0.0,2.0,4.0,2.0,0.25,assumed,2013-03-19,0.37945406573746965,2.3794540657374696,1.312178047626925,0.0,1.6205459342625304,0.15887813577482313,-1.204245756444497,1.36312389221932,0.5574557292694488,-1.8039179474867857,2.3613736767562346,1.2454496027367035,-1.927462899230703,3.1729125019674065,1.9822521629553336,-1.8842799391011855,3.866532102056519,2.6791217500175546,-1.7870433459668544,4.466165095984409,3.3074961173346074,-1.6777910834888776,4.985287200823485,3.8625116706099583,-1.5718682718173893,5.434379942427348,4.348346800648328,-1.4742849928075952,5.8226317934559235,4.772215718265516,-1.3860524163756827,6.158268134641198,5.141893372095918,-1.3067025121910714,6.4485958842869895,-0.5831429350239281,-1.1203959224247857,0.5372529874008575,0.7759350640273305,-0.3909407056327391,1.1668757696600696,1.6337832449578316,-0.010030887447703973,1.6438141324055355,2.1298960320253357,0.1979509535930013,1.9319450784323344,2.39844944641332,0.31696140122744465,2.0814880451858753,2.5318772896098185,0.3869137557368507,2.144963533872968,2.5873428030283474,0.42799910485891157,2.159343698169436,2.598734705868133,0.4511824574250589,2.1475522484430742,2.5858221533797687,0.4628199923253584,2.1230021610544103,2.560075555334551,0.4668047834474054,2.0932707718871457
