date,horizon,n_raw,mean_raw,median_raw,sd_raw,iqr_raw,range_raw,full_cross_section_raw,n_binned,mean_binned,median_binned,sd_binned,iqr_binned,range_binned,full_cross_section_binned,dn,dsd,dmean
2013-09-18,2016,17,2.264705882352941,2.0,1.0090421646122614,1.0,3.75,True,17,2.264705882352941,2.0,1.0090421646122614,1.0,3.75,True,0,0.0,0.0
2013-09-18,LR,17,3.9411764705882355,4.0,0.2761261935066726,0.0,1.0499999999999998,True,17,3.926470588235294,4.0,0.2679539287983617,0.0,1.0,True,0,0.008172264708310895,0.014705882352941568
2013-12-18,2013,17,0.125,0.125,0.0,0.0,0.0,True,17,0.125,0.125,0.0,0.0,0.0,True,0,0.0,0.0
2013-12-18,2014,17,0.22794117647058823,0.125,0.29466860161049824,0.0,1.125,True,17,0.22794117647058823,0.125,0.29466860161049824,0.0,1.125,True,0,0.0,0.0
2013-12-18,2015,17,1.036764705882353,0.75,0.8647133853215904,0.75,3.125,True,17,1.036764705882353,0.75,0.8647133853215904,0.75,3.125,True,0,0.0,0.0
2013-12-18,2016,17,2.176470588235294,1.75,0.9917479588286685,1.25,3.75,True,17,2.176470588235294,1.75,0.9917479588286685,1.25,3.75,True,0,0.0,0.0
2013-12-18,LR,17,3.894117647058824,4.0,0.2513974781924482,0.25,0.7999999999999998,True,17,3.8823529411764706,4.0,0.244312466556414,0.25,0.75,True,0,0.007085011636034172,0.011764705882353343
2014-03-19,2014,16,0.1796875,0.125,0.2118037767457181,0.0,0.875,True,16,0.1796875,0.125,0.2118037767457181,0.0,0.875,True,0,0.0,0.0
2014-03-19,2015,16,1.109375,1.0,0.7432968682666435,0.625,2.875,True,16,1.109375,1.0,0.7432968682666435,0.625,2.875,True,0,0.0,0.0
2014-03-19,2016,16,2.421875,2.25,0.9088056637009917,0.875,3.5,True,16,2.421875,2.25,0.9088056637009917,0.875,3.5,True,0,0.0,0.0
2014-03-19,LR,16,3.884375,4.0,0.25903592294313155,0.3125,0.7999999999999998,True,16,3.875,4.0,0.25,0.3125,0.75,True,0,0.009035922943131547,0.009374999999999911
2014-06-18,2014,16,0.1796875,0.125,0.2118037767457181,0.0,0.875,True,16,0.1796875,0.125,0.2118037767457181,0.0,0.875,True,0,0.0,0.0
2014-06-18,2015,16,1.1796875,1.125,0.7768233968179319,0.875,2.875,True,16,1.1796875,1.125,0.7768233968179319,0.875,2.875,True,0,0.0,0.0
2014-06-18,2016,16,2.53125,2.5,1.0265042316035526,1.125,3.75,True,16,2.53125,2.5,1.0265042316035526,1.125,3.75,True,0,0.0,0.0
2014-06-18,LR,16,3.778125,3.75,0.2651466280664342,0.23749999999999982,1.0499999999999998,True,16,3.78125,3.75,0.2633171804117612,0.3125,1.0,True,0,0.0018294476546729666,0.0031249999999998224
2014-09-17,2014,17,0.16911764705882354,0.125,0.1764705882352941,0.0,0.75,True,17,0.16911764705882354,0.125,0.1764705882352941,0.0,0.75,True,0,0.0,0.0
2014-09-17,2015,17,1.2720588235294117,1.375,0.6916456480179322,1.0,2.75,True,17,1.2720588235294117,1.375,0.6916456480179322,1.0,2.75,True,0,0.0,0.0
2014-09-17,2016,17,2.6838235294117645,2.875,0.9862265123003,1.25,3.625,True,17,2.6838235294117645,2.875,0.9862265123003,1.25,3.625,True,0,0.0,0.0
2014-09-17,2017,17,3.548529411764706,3.75,0.5968958050414868,0.7749999999999999,2.375,True,17,3.5441176470588234,3.75,0.5924481493671672,0.75,2.375,True,0,0.004447655674319595,0.004411764705882781
2014-09-17,LR,17,3.798529411764706,3.75,0.2629681523206719,0.25,1.0499999999999998,True,17,3.7941176470588234,3.75,0.25703762195512553,0.25,1.0,True,0,0.00593053036554636,0.004411764705882781
2014-12-17,2014,17,0.125,0.125,0.0,0.0,0.0,True,17,0.125,0.125,0.0,0.0,0.0,True,0,0.0,0.0
2014-12-17,2015,17,1.125,1.125,0.568796458994521,0.75,1.75,True,17,1.125,1.125,0.568796458994521,0.75,1.75,True,0,0.0,0.0
2014-12-17,2016,17,2.536764705882353,2.5,0.9302560387215203,1.0,3.625,True,17,2.536764705882353,2.5,0.9302560387215203,1.0,3.625,True,0,0.0,0.0
2014-12-17,2017,17,3.5,3.625,0.5863019699779287,0.75,2.25,True,17,3.5,3.625,0.5863019699779287,0.75,2.25,True,0,0.0,0.0
2014-12-17,LR,17,3.7794117647058822,3.75,0.2555609881909231,0.25,1.0,True,17,3.7794117647058822,3.75,0.25556098819092304,0.25,1.0,True,0,5.551115123125783e-17,0.0
2015-03-18,2015,17,0.7720588235294118,0.625,0.4027371746361515,0.25,1.5,True,17,0.7720588235294118,0.625,0.4027371746361515,0.25,1.5,True,0,0.0,0.0
2015-03-18,2016,17,2.0220588235294117,1.875,0.8260858430388479,0.625,3.375,True,17,2.0220588235294117,1.875,0.8260858430388479,0.625,3.375,True,0,0.0,0.0
2015-03-18,2017,17,3.1838235294117645,3.125,0.5287986645989766,0.75,2.0,True,17,3.1838235294117645,3.125,0.5287986645989765,0.75,2.0,True,0,1.1102230246251565e-16,0.0
2015-03-18,LR,17,3.661764705882353,3.75,0.27036435751250343,0.25,1.25,True,17,3.661764705882353,3.75,0.27036435751250343,0.25,1.25,True,0,0.0,0.0
2015-06-17,2015,17,0.5661764705882353,0.625,0.25043215244009415,0.5,0.75,True,17,0.5661764705882353,0.625,0.25043215244009415,0.5,0.75,True,0,0.0,0.0
2015-06-17,2016,17,1.75,1.625,0.6751906048969998,0.875,2.5,True,17,1.75,1.625,0.6751906048969998,0.875,2.5,True,0,0.0,0.0
2015-06-17,2017,17,3.0,2.875,0.6402550043445465,1.25,1.875,True,17,3.0,2.875,0.6402550043445465,1.25,1.875,True,0,0.0,0.0
2015-06-17,LR,17,3.6470588235294117,3.75,0.2719594413074548,0.25,1.0,True,17,3.6470588235294117,3.75,0.2719594413074548,0.25,1.0,True,0,0.0,0.0
2015-09-17,2015,16,0.4375,0.375,0.2072890493972125,0.25,0.75,True,16,0.4375,0.375,0.2072890493972125,0.25,0.75,True,0,0.0,0.0
2015-09-17,2016,16,1.578125,1.5,0.5535309244974485,0.8125,2.0,True,16,1.578125,1.5,0.5535309244974485,0.8125,2.0,True,0,0.0,0.0
2015-09-17,2017,17,2.639705882352941,2.625,0.7017341347317736,1.0,2.875,True,17,2.639705882352941,2.625,0.7017341347317736,1.0,2.875,True,0,0.0,0.0
2015-09-17,2018,17,3.338235294117647,3.375,0.31143850859628486,0.5,1.0,True,17,3.338235294117647,3.375,0.31143850859628486,0.5,1.0,True,0,0.0,0.0
2015-09-17,LR,17,3.463235294117647,3.5,0.24913344626613845,0.375,1.0,True,17,3.463235294117647,3.5,0.24913344626613848,0.375,1.0,True,0,2.7755575615628914e-17,0.0
2015-12-16,2015,17,0.34558823529411764,0.375,0.08054743492723031,0.0,0.25,True,17,0.34558823529411764,0.375,0.08054743492723031,0.0,0.25,True,0,0.0,0.0
2015-12-16,2016,17,1.286764705882353,1.375,0.32016972142760647,0.25,1.25,True,17,1.286764705882353,1.375,0.32016972142760647,0.25,1.25,True,0,0.0,0.0
2015-12-16,2017,17,2.411764705882353,2.375,0.4846252074495318,0.75,1.5,True,17,2.411764705882353,2.375,0.48462520744953175,0.75,1.5,True,0,5.551115123125783e-17,0.0
2015-12-16,2018,17,3.161764705882353,3.25,0.43251297558390417,0.625,1.75,True,17,3.161764705882353,3.25,0.43251297558390417,0.625,1.75,True,0,0.0,0.0
2015-12-16,LR,17,3.411764705882353,3.5,0.2564058202082749,0.25,1.0,True,17,3.411764705882353,3.5,0.2564058202082749,0.25,1.0,True,0,0.0,0.0
2016-03-16,2016,17,1.0220588235294117,0.875,0.22782254977690686,0.25,0.75,True,17,1.0220588235294117,0.875,0.22782254977690686,0.25,0.75,True,0,0.0,0.0
2016-03-16,2017,17,2.0441176470588234,1.875,0.34551000366090384,0.5,1.125,True,17,2.0441176470588234,1.875,0.34551000366090384,0.5,1.125,True,0,0.0,0.0
2016-03-16,2018,17,2.948529411764706,3.0,0.4310103202868484,0.625,1.75,True,17,2.948529411764706,3.0,0.4310103202868483,0.625,1.75,True,0,5.551115123125783e-17,0.0
2016-03-16,LR,17,3.3088235294117645,3.25,0.291161615782696,0.5,1.0,True,17,3.3088235294117645,3.25,0.291161615782696,0.5,1.0,True,0,0.0,0.0
2016-06-15,2016,17,0.8308823529411765,0.875,0.1962009421195049,0.25,0.75,True,17,0.8308823529411765,0.875,0.1962009421195049,0.25,0.75,True,0,0.0,0.0
2016-06-15,2017,17,1.6323529411764706,1.625,0.40327380002359087,0.5,1.75,True,17,1.6323529411764706,1.625,0.40327380002359087,0.5,1.75,True,0,0.0,0.0
2016-06-15,2018,17,2.463235294117647,2.375,0.6014148543140744,0.75,2.75,True,17,2.463235294117647,2.375,0.6014148543140744,0.75,2.75,True,0,0.0,0.0
2016-06-15,LR,16,3.140625,3.0,0.30578727798095195,0.25,1.0,True,16,3.140625,3.0,0.30578727798095195,0.25,1.0,True,0,0.0,0.0
2016-09-21,2016,17,0.6544117647058824,0.625,0.1894720400988989,0.0,0.75,True,17,0.6544117647058824,0.625,0.1894720400988989,0.0,0.75,True,0,0.0,0.0
2016-09-21,2017,17,1.3088235294117647,1.125,0.424692031711578,0.5,1.5,True,17,1.3088235294117647,1.125,0.424692031711578,0.5,1.5,True,0,0.0,0.0
2016-09-21,2018,17,2.110294117647059,1.875,0.5954520541478779,0.75,2.5,True,17,2.110294117647059,1.875,0.5954520541478779,0.75,2.5,True,0,0.0,0.0
2016-09-21,2019,17,2.6470588235294117,2.625,0.639156288591198,0.625,3.125,True,17,2.6470588235294117,2.625,0.639156288591198,0.625,3.125,True,0,0.0,0.0
2016-09-21,LR,16,2.90625,2.875,0.32923917977664807,0.25,1.25,True,16,2.90625,2.875,0.32923917977664807,0.25,1.25,True,0,0.0,0.0
2016-12-14,2016,17,0.625,0.625,0.0,0.0,0.0,True,17,0.625,0.625,0.0,0.0,0.0,True,0,0.0,0.0
2016-12-14,2017,17,1.3676470588235294,1.375,0.31056929532268934,0.5,1.25,True,17,1.3676470588235294,1.375,0.31056929532268934,0.5,1.25,True,0,0.0,0.0
2016-12-14,2018,17,2.2279411764705883,2.125,0.60213360551686,0.75,2.5,True,17,2.2279411764705883,2.125,0.60213360551686,0.75,2.5,True,0,0.0,0.0
2016-12-14,2019,17,2.801470588235294,2.875,0.6488944550855944,0.5,3.0,True,17,2.801470588235294,2.875,0.6488944550855944,0.5,3.0,True,0,0.0,0.0
2016-12-14,LR,16,2.953125,3.0,0.2960514893983815,0.25,1.25,True,16,2.953125,3.0,0.2960514893983815,0.25,1.25,True,0,0.0,0.0
2017-03-15,2017,17,1.4044117647058822,1.375,0.2828732950245786,0.25,1.25,True,17,1.4044117647058822,1.375,0.2828732950245786,0.25,1.25,True,0,0.0,0.0
2017-03-15,2018,17,2.3161764705882355,2.125,0.5864863706649784,0.5,2.5,True,17,2.3161764705882355,2.125,0.5864863706649784,0.5,2.5,True,0,0.0,0.0
2017-03-15,2019,17,2.889705882352941,3.0,0.6472259142548643,0.5,3.0,True,17,2.889705882352941,3.0,0.6472259142548643,0.5,3.0,True,0,0.0,0.0
2017-03-15,LR,16,2.96875,3.0,0.2914805954090255,0.25,1.25,True,16,2.96875,3.0,0.2914805954090255,0.25,1.25,True,0,0.0,0.0
2017-06-14,2017,16,1.375,1.375,0.1767766952966369,0.125,0.5,True,16,1.375,1.375,0.1767766952966369,0.125,0.5,True,0,0.0,0.0
2017-06-14,2018,16,2.2265625,2.125,0.46607308557108296,0.5625,2.0,True,16,2.2265625,2.125,0.46607308557108296,0.5625,2.0,True,0,0.0,0.0
2017-06-14,2019,16,2.8515625,2.9375,0.6079209414831422,0.5,3.0,True,16,2.8515625,2.9375,0.6079209414831422,0.5,3.0,True,0,0.0,0.0
2017-06-14,LR,15,2.9166666666666665,3.0,0.21730674684008827,0.25,1.0,True,15,2.9166666666666665,3.0,0.21730674684008833,0.25,1.0,True,0,5.551115123125783e-17,0.0
2017-09-20,2017,16,1.328125,1.375,0.1316585902058806,0.0625,0.5,True,16,1.328125,1.375,0.1316585902058806,0.0625,0.5,True,0,0.0,0.0
2017-09-20,2018,16,2.0390625,2.125,0.42093355603200605,0.5,1.5,True,16,2.0390625,2.125,0.42093355603200605,0.5,1.5,True,0,0.0,0.0
2017-09-20,2019,16,2.6328125,2.6875,0.6018668061487941,0.75,2.25,True,16,2.6328125,2.6875,0.6018668061487941,0.75,2.25,True,0,0.0,0.0
2017-09-20,2020,16,2.8515625,2.875,0.625341703465993,0.625,2.75,True,16,2.8515625,2.875,0.625341703465993,0.625,2.75,True,0,0.0,0.0
2017-09-20,LR,15,2.783333333333333,2.75,0.3009245014211298,0.5,1.25,True,15,2.783333333333333,2.75,0.3009245014211298,0.5,1.25,True,0,0.0,0.0
2017-12-13,2017,16,1.34375,1.375,0.08267972847076846,0.0,0.25,True,16,1.34375,1.375,0.08267972847076846,0.0,0.25,True,0,0.0,0.0
2017-12-13,2018,16,2.015625,2.125,0.3746743377588062,0.3125,1.5,True,16,2.015625,2.125,0.3746743377588062,0.3125,1.5,True,0,0.0,0.0
2017-12-13,2019,16,2.6953125,2.6875,0.569348500343814,0.375,2.25,True,16,2.6953125,2.6875,0.569348500343814,0.375,2.25,True,0,0.0,0.0
2017-12-13,2020,16,3.015625,3.0625,0.6216708207524301,0.3125,2.75,True,16,3.015625,3.0625,0.6216708207524301,0.3125,2.75,True,0,0.0,0.0
2017-12-13,LR,15,2.783333333333333,2.75,0.22110831935702663,0.25,0.75,True,15,2.783333333333333,2.75,0.22110831935702666,0.25,0.75,True,0,2.7755575615628914e-17,0.0
2018-03-21,2018,15,2.191666666666667,2.125,0.26562295750848713,0.25,1.0,True,15,2.191666666666667,2.125,0.26562295750848713,0.25,1.0,True,0,0.0,0.0
2018-03-21,2019,15,2.9166666666666665,2.875,0.5197488709837558,0.4375,2.25,True,15,2.9166666666666665,2.875,0.5197488709837559,0.4375,2.25,True,0,1.1102230246251565e-16,0.0
2018-03-21,2020,15,3.325,3.375,0.6919176251549025,0.375,3.25,True,15,3.325,3.375,0.6919176251549024,0.375,3.25,True,0,1.1102230246251565e-16,0.0
2018-03-21,LR,14,2.8660714285714284,2.875,0.3005362978519078,0.25,1.25,True,14,2.8660714285714284,2.875,0.3005362978519077,0.25,1.25,True,0,5.551115123125783e-17,0.0
2018-06-13,2018,15,2.2416666666666667,2.375,0.20138409955990957,0.25,0.75,True,15,2.2416666666666667,2.375,0.20138409955990955,0.25,0.75,True,0,2.7755575615628914e-17,0.0
2018-06-13,2019,15,2.9583333333333335,3.125,0.45338235029118146,0.375,1.75,True,15,2.9583333333333335,3.125,0.45338235029118146,0.375,1.75,True,0,0.0,0.0
2018-06-13,2020,15,3.308333333333333,3.375,0.5606296063851387,0.4375,2.25,True,15,3.308333333333333,3.375,0.5606296063851387,0.4375,2.25,True,0,0.0,0.0
2018-06-13,LR,14,2.8660714285714284,2.875,0.30053629785190783,0.25,1.25,True,14,2.8660714285714284,2.875,0.3005362978519077,0.25,1.25,True,0,1.1102230246251565e-16,0.0
2018-09-26,2018,16,2.3125,2.375,0.10825317547305482,0.0625,0.25,True,16,2.3125,2.375,0.10825317547305482,0.0625,0.25,True,0,0.0,0.0
2018-09-26,2019,16,3.015625,3.125,0.38495890608609123,0.5,1.5,True,16,3.015625,3.125,0.38495890608609123,0.5,1.5,True,0,0.0,0.0
2018-09-26,2020,16,3.28125,3.375,0.4408354993645589,0.5,1.75,True,16,3.28125,3.375,0.4408354993645589,0.5,1.75,True,0,0.0,0.0
2018-09-26,2021,16,3.234375,3.375,0.4818482482846648,0.65625,2.0,True,16,3.234375,3.375,0.4818482482846648,0.65625,2.0,True,0,0.0,0.0
2018-09-26,LR,15,2.8833333333333333,3.0,0.2718251071716682,0.25,1.0,True,15,2.8833333333333333,3.0,0.2718251071716682,0.25,1.0,True,0,0.0,0.0
2018-12-19,2018,17,2.3455882352941178,2.375,0.08054743492723031,0.0,0.25,True,17,2.3455882352941178,2.375,0.08054743492723031,0.0,0.25,True,0,0.0,0.0
2018-12-19,2019,17,2.8455882352941178,2.875,0.25556098819092304,0.5,0.75,True,17,2.8455882352941178,2.875,0.25556098819092304,0.5,0.75,True,0,0.0,0.0
2018-12-19,2020,17,3.0661764705882355,3.125,0.32685457016018926,0.5,1.25,True,17,3.0661764705882355,3.125,0.32685457016018926,0.5,1.25,True,0,0.0,0.0
2018-12-19,2021,17,3.0073529411764706,3.125,0.3334054131986657,0.25,1.25,True,17,3.0073529411764706,3.125,0.3334054131986657,0.25,1.25,True,0,0.0,0.0
2018-12-19,LR,16,2.84375,2.75,0.27775607554111215,0.3125,1.0,True,16,2.84375,2.75,0.27775607554111215,0.3125,1.0,True,0,0.0,0.0
2019-03-20,2019,17,2.4926470588235294,2.375,0.17400234656175342,0.25,0.5,True,17,2.4926470588235294,2.375,0.17400234656175342,0.25,0.5,True,0,0.0,0.0
2019-03-20,2020,17,2.6691176470588234,2.625,0.31195887405288864,0.5,1.0,True,17,2.6691176470588234,2.625,0.3119588740528886,0.5,1.0,True,0,5.551115123125783e-17,0.0
2019-03-20,2021,17,2.7426470588235294,2.625,0.3547746494651417,0.5,1.25,True,17,2.7426470588235294,2.625,0.3547746494651417,0.5,1.25,True,0,0.0,0.0
2019-03-20,LR,16,2.796875,2.75,0.2960514893983815,0.5,1.0,True,16,2.796875,2.75,0.2960514893983815,0.5,1.0,True,0,0.0,0.0
2019-06-19,2019,17,2.1691176470588234,2.375,0.26058889921572576,0.5,0.75,True,17,2.1691176470588234,2.375,0.26058889921572576,0.5,0.75,True,0,0.0,0.0
2019-06-19,2020,17,2.213235294117647,2.125,0.35294117647058826,0.5,1.25,True,17,2.213235294117647,2.125,0.35294117647058826,0.5,1.25,True,0,0.0,0.0
2019-06-19,2021,17,2.3161764705882355,2.375,0.36911471758856274,0.75,1.25,True,17,2.3161764705882355,2.375,0.36911471758856274,0.75,1.25,True,0,0.0,0.0
2019-06-19,LR,16,2.6953125,2.5,0.2758819309845246,0.3125,0.875,True,16,2.6953125,2.5,0.2758819309845246,0.3125,0.875,True,0,0.0,0.0
2019-09-18,2019,17,1.8455882352941178,1.875,0.20797258270192576,0.5,0.5,True,17,1.8455882352941178,1.875,0.20797258270192576,0.5,0.5,True,0,0.0,0.0
2019-09-18,2020,17,1.875,1.875,0.2572478777137633,0.5,0.75,True,17,1.875,1.875,0.2572478777137633,0.5,0.75,True,0,0.0,0.0
2019-09-18,2021,17,2.0661764705882355,2.125,0.3154060380812826,0.5,1.0,True,17,2.0661764705882355,2.125,0.3154060380812826,0.5,1.0,True,0,0.0,0.0
2019-09-18,2022,17,2.2720588235294117,2.375,0.3436271013396448,0.25,1.25,True,17,2.2720588235294117,2.375,0.3436271013396448,0.25,1.25,True,0,0.0,0.0
2019-09-18,LR,16,2.5703125,2.5,0.2793992928476198,0.25,1.25,True,16,2.5703125,2.5,0.2793992928476198,0.25,1.25,True,0,0.0,0.0
2019-12-11,2019,17,1.625,1.625,0.0,0.0,0.0,True,17,1.625,1.625,0.0,0.0,0.0,True,0,0.0,0.0
2019-12-11,2020,17,1.6838235294117647,1.625,0.10604562574894086,0.0,0.25,True,17,1.6838235294117647,1.625,0.10604562574894086,0.0,0.25,True,0,0.0,0.0
2019-12-11,2021,17,1.963235294117647,1.875,0.2703643575125035,0.5,0.75,True,17,1.963235294117647,1.875,0.2703643575125035,0.5,0.75,True,0,0.0,0.0
2019-12-11,2022,17,2.2279411764705883,2.125,0.3643974027459961,0.5,1.25,True,17,2.2279411764705883,2.125,0.36439740274599614,0.5,1.25,True,0,5.551115123125783e-17,0.0
2019-12-11,LR,16,2.5390625,2.5,0.2854504047882048,0.09375,1.25,True,16,2.5390625,2.5,0.2854504047882048,0.09375,1.25,True,0,0.0,0.0
2020-06-10,2020,17,0.125,0.125,0.0,0.0,0.0,True,17,0.125,0.125,0.0,0.0,0.0,True,0,0.0,0.0
2020-06-10,2021,17,0.125,0.125,0.0,0.0,0.0,True,17,0.125,0.125,0.0,0.0,0.0,True,0,0.0,0.0
2020-06-10,2022,17,0.19852941176470587,0.125,0.23894230601870473,0.0,1.0,True,17,0.19852941176470587,0.125,0.23894230601870473,0.0,1.0,True,0,0.0,0.0
2020-06-10,LR,16,2.4953125,2.5,0.24909504178877184,0.14374999999999982,1.0,True,16,2.4921875,2.5,0.25182439783259686,0.15625,1.0,True,0,0.0027293560438250153,0.0031249999999998224
2020-09-16,2020,17,0.125,0.125,0.0,0.0,0.0,True,17,0.125,0.125,0.0,0.0,0.0,True,0,0.0,0.0
2020-09-16,2021,17,0.125,0.125,0.0,0.0,0.0,True,17,0.125,0.125,0.0,0.0,0.0,True,0,0.0,0.0
2020-09-16,2022,17,0.15441176470588236,0.125,0.11764705882352942,0.0,0.5,True,17,0.15441176470588236,0.125,0.11764705882352942,0.0,0.5,True,0,0.0,0.0
2020-09-16,2023,17,0.25735294117647056,0.125,0.31056929532268934,0.0,1.25,True,17,0.25735294117647056,0.125,0.31056929532268934,0.0,1.25,True,0,0.0,0.0
2020-09-16,LR,16,2.4953125,2.5,0.24909504178877187,0.14374999999999982,1.0,True,16,2.4921875,2.5,0.25182439783259686,0.15625,1.0,True,0,0.0027293560438249875,0.0031249999999998224
2020-12-16,2020,17,0.125,0.125,0.0,0.0,0.0,True,17,0.125,0.125,0.0,0.0,0.0,True,0,0.0,0.0
