kind,year,month,url,path,bytes,status
results,2024.0,12.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/2024/dec-2024-smp-results.pdf,..\spd\results\2024-12_dec-2024-smp-results.pdf,395085,ok
results,2024.0,12.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/2024/dec-2024-spd-results.pdf,..\spd\results\2024-12_dec-2024-spd-results.pdf,408934,ok
results,2025.0,1.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/2025/jan-2025-sme-results.pdf,..\spd\results\2025-01_jan-2025-sme-results.pdf,333852,ok
results,2025.0,3.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/2025/mar-2025-sme-results.pdf,..\spd\results\2025-03_mar-2025-sme-results.pdf,339703,ok
results,2025.0,5.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/2025/may-2025-sme-results.pdf,..\spd\results\2025-05_may-2025-sme-results.pdf,370845,ok
results,2025.0,6.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/2025/jun-2025-sme-results.pdf,..\spd\results\2025-06_jun-2025-sme-results.pdf,323231,ok
results,2025.0,7.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/2025/jul-2025-sme-results.pdf,..\spd\results\2025-07_jul-2025-sme-results.pdf,368311,ok
results,2025.0,9.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/2025/sep-2025-sme-results.pdf,..\spd\results\2025-09_sep-2025-sme-results.pdf,374838,ok
results,2025.0,10.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/2025/oct-2025-sme-results.pdf,..\spd\results\2025-10_oct-2025-sme-results.pdf,260978,ok
results,2025.0,12.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/2025/dec-2025-sme-results.pdf,..\spd\results\2025-12_dec-2025-sme-results.pdf,261670,ok
results,2026.0,1.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/2026/jan-2026-sme-results.pdf,..\spd\results\2026-01_jan-2026-sme-results.pdf,286661,ok
results,2026.0,3.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/2026/mar-2026-sme-results.pdf,..\spd\results\2026-03_mar-2026-sme-results.pdf,304729,ok
results,2026.0,4.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/2026/apr-2026-sme-results.pdf,..\spd\results\2026-04_apr-2026-sme-results.pdf,263697,ok
results,2026.0,6.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/2026/jun-2026-sme-results.pdf,..\spd\results\2026-06_jun-2026-sme-results.pdf,305404,ok
results,,1.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/January_2012_result.pdf,..\spd\results\January_2012_result.pdf,341132,ok
results,,3.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/March_2012_result.pdf,..\spd\results\March_2012_result.pdf,341190,ok
results,,4.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/April_2012_result.pdf,..\spd\results\April_2012_result.pdf,412699,ok
results,,12.0,https://www.newyorkfed.org/medialibrary/media/markets/survey/December_result.pdf,..\spd\results\December_result.pdf,332256,ok
