date,one_sided,two_sided
2011-04-01,0.760338218328974,0.741442774467362
2011-07-01,0.60008031307449,0.762551231595492
2011-10-01,0.709108545384437,0.776793129472972
2012-01-01,0.89069223311489,0.790961167741812
2012-04-01,0.754879437553642,0.810044482959665
2012-07-01,0.600864345454575,0.836309262517338
2012-10-01,0.585359117104803,0.867639752404447
2013-01-01,0.673430969878917,0.894104363494663
2013-04-01,0.555328276896263,0.925801883260301
2013-07-01,0.718380115955887,0.954337288047331
2013-10-01,0.815857157226906,0.982130735961321
2014-01-01,0.54050790392805,1.02170900764748
2014-04-01,0.815663547980095,1.05008173123844
2014-07-01,0.928874580037251,1.07286054534118
2014-10-01,0.837332192825739,1.09859901631922
2015-01-01,0.875053853269972,1.12114903938561
2015-04-01,1.07611362118359,1.14474569061656
2015-07-01,1.04189230719368,1.17159296456797
2015-10-01,0.973804654840668,1.20304818182329
2016-01-01,1.14956064724994,1.23383785836284
2016-04-01,1.24997686801736,1.26733978920033
2016-07-01,1.27690150874493,1.29857983908178
2016-10-01,1.23056455595021,1.33057736335253
2017-01-01,1.26724881413272,1.36369738916439
2017-04-01,1.18354479298023,1.3962587527321
2017-07-01,1.22095104002439,1.42492063292381
2017-10-01,1.41675849174567,1.44649698516559
2018-01-01,1.56046237417287,1.46601338295638
2018-04-01,1.54965483493942,1.48594020991284
2018-07-01,1.48123741016596,1.50450813667059
2018-10-01,1.4533589433382,1.52643359671967
2019-01-01,1.49509602203618,1.54397636580157
2019-04-01,1.62171486263379,1.55513741328186
2019-07-01,1.730647437018,1.55765209402732
2019-10-01,1.73766734221144,1.55945883444411
2020-01-01,1.71867154160183,1.56470282506386
2020-04-01,1.68436865392442,1.57158011750233
2020-07-01,1.74559241182822,1.57475494190074
2020-10-01,1.729463286916,1.57888670396771
2021-01-01,1.86924859433437,1.57928161841861
2021-04-01,1.99680097243167,1.57964152284071
2021-07-01,1.98339987203393,1.58020187954185
2021-10-01,2.26079181172466,1.57044050810895
2022-01-01,1.98172960239087,1.57731915201196
2022-04-01,1.64582574554405,1.59508500951852
2022-07-01,1.78899587758097,1.6080278819955
2022-10-01,1.72219980226662,1.6238459537497
2023-01-01,1.70933569026383,1.6405578066295
2023-04-01,1.61682132931565,1.6575767661667
2023-07-01,1.48234717057491,1.66777099152716
2023-10-01,1.36201843391093,1.67583396306832
2024-01-01,1.43942671261588,1.68672012379691
2024-04-01,1.44683102677746,1.69112007647831
2024-07-01,1.39948329614524,1.69288052554334
2024-10-01,1.37681289447446,1.69683132346325
2025-01-01,1.35735830653604,1.70484072503622
2025-04-01,1.44926239666612,1.7036522598143
2025-07-01,1.62531202506298,1.69659048812749
2025-10-01,1.47129195165286,1.69594456380735
2026-01-01,1.69594456380735,1.69594456380735
