date,horizon,rate_level,count,convention
2024-06-12,LR,2.75,3,midpoint
2024-06-12,LR,3.0,4,midpoint
2024-06-12,LR,3.125,1,midpoint
2024-06-12,LR,3.5,2,midpoint
2024-06-12,LR,3.625,1,midpoint
2024-06-12,LR,3.75,1,midpoint
2024-09-18,2024,4.125,1,midpoint
2024-09-18,2024,4.375,9,midpoint
2024-09-18,2024,4.625,7,midpoint
2024-09-18,2024,4.875,2,midpoint
2024-09-18,2025,2.875,2,midpoint
2024-09-18,2025,3.125,6,midpoint
2024-09-18,2025,3.375,6,midpoint
2024-09-18,2025,3.625,3,midpoint
2024-09-18,2025,3.875,1,midpoint
2024-09-18,2025,4.125,1,midpoint
2024-09-18,2026,2.375,1,midpoint
2024-09-18,2026,2.625,3,midpoint
2024-09-18,2026,2.875,6,midpoint
2024-09-18,2026,3.125,2,midpoint
2024-09-18,2026,3.375,3,midpoint
2024-09-18,2026,3.625,3,midpoint
2024-09-18,2026,3.875,1,midpoint
2024-09-18,2027,2.375,2,midpoint
2024-09-18,2027,2.625,3,midpoint
2024-09-18,2027,2.875,5,midpoint
2024-09-18,2027,3.125,2,midpoint
2024-09-18,2027,3.375,3,midpoint
2024-09-18,2027,3.625,3,midpoint
2024-09-18,2027,3.875,1,midpoint
2024-09-18,LR,2.375,1,midpoint
2024-09-18,LR,2.5,3,midpoint
2024-09-18,LR,2.625,1,midpoint
2024-09-18,LR,2.75,3,midpoint
2024-09-18,LR,2.875,2,midpoint
2024-09-18,LR,3.0,2,midpoint
2024-09-18,LR,3.25,1,midpoint
2024-09-18,LR,3.375,2,midpoint
2024-09-18,LR,3.5,2,midpoint
2024-09-18,LR,3.625,1,midpoint
2024-09-18,LR,3.75,1,midpoint
2024-12-18,2024,4.375,15,midpoint
2024-12-18,2024,4.625,4,midpoint
2024-12-18,2025,3.125,1,midpoint
2024-12-18,2025,3.375,1,midpoint
2024-12-18,2025,3.625,3,midpoint
2024-12-18,2025,3.875,10,midpoint
2024-12-18,2025,4.125,3,midpoint
2024-12-18,2025,4.375,1,midpoint
2024-12-18,2026,2.375,1,midpoint
2024-12-18,2026,2.75,1,midpoint
2024-12-18,2026,2.875,1,midpoint
2024-12-18,2026,3.125,4,midpoint
2024-12-18,2026,3.375,5,midpoint
2024-12-18,2026,3.625,4,midpoint
2024-12-18,2026,3.875,3,midpoint
2024-12-18,2027,2.375,1,midpoint
2024-12-18,2027,2.625,1,midpoint
2024-12-18,2027,2.75,1,midpoint
2024-12-18,2027,2.875,2,midpoint
2024-12-18,2027,3.125,7,midpoint
2024-12-18,2027,3.375,1,midpoint
2024-12-18,2027,3.625,4,midpoint
2024-12-18,2027,3.875,2,midpoint
2024-12-18,LR,2.375,1,midpoint
2024-12-18,LR,2.5,1,midpoint
2024-12-18,LR,2.625,1,midpoint
2024-12-18,LR,2.75,1,midpoint
2024-12-18,LR,2.875,4,midpoint
2024-12-18,LR,3.0,3,midpoint
2024-12-18,LR,3.125,1,midpoint
2024-12-18,LR,3.375,1,midpoint
2024-12-18,LR,3.5,2,midpoint
2024-12-18,LR,3.625,2,midpoint
2024-12-18,LR,3.75,1,midpoint
2024-12-18,LR,3.875,1,midpoint
2025-03-19,2025,3.625,2,midpoint
2025-03-19,2025,3.875,9,midpoint
2025-03-19,2025,4.125,4,midpoint
2025-03-19,2025,4.375,4,midpoint
2025-03-19,2026,2.875,3,midpoint
2025-03-19,2026,3.125,1,midpoint
2025-03-19,2026,3.375,9,midpoint
2025-03-19,2026,3.625,2,midpoint
2025-03-19,2026,3.875,1,midpoint
2025-03-19,2026,4.125,3,midpoint
2025-03-19,2027,2.625,2,midpoint
2025-03-19,2027,2.875,3,midpoint
2025-03-19,2027,3.125,6,midpoint
2025-03-19,2027,3.375,2,midpoint
2025-03-19,2027,3.625,4,midpoint
2025-03-19,2027,3.875,2,midpoint
2025-03-19,LR,2.5,2,midpoint
2025-03-19,LR,2.625,2,midpoint
2025-03-19,LR,2.875,4,midpoint
2025-03-19,LR,3.0,3,midpoint
2025-03-19,LR,3.125,1,midpoint
2025-03-19,LR,3.375,1,midpoint
2025-03-19,LR,3.5,2,midpoint
2025-03-19,LR,3.625,2,midpoint
2025-03-19,LR,3.75,1,midpoint
2025-03-19,LR,3.875,1,midpoint
2025-06-18,2025,3.625,2,midpoint
2025-06-18,2025,3.875,8,midpoint
2025-06-18,2025,4.125,2,midpoint
2025-06-18,2025,4.375,7,midpoint
2025-06-18,2026,2.625,1,midpoint
2025-06-18,2026,2.875,1,midpoint
2025-06-18,2026,3.125,2,midpoint
2025-06-18,2026,3.375,5,midpoint
2025-06-18,2026,3.625,4,midpoint
2025-06-18,2026,3.875,5,midpoint
2025-06-18,2026,4.125,1,midpoint
2025-06-18,2027,2.625,2,midpoint
2025-06-18,2027,2.875,3,midpoint
2025-06-18,2027,3.125,3,midpoint
2025-06-18,2027,3.375,6,midpoint
2025-06-18,2027,3.625,3,midpoint
2025-06-18,2027,3.875,2,midpoint
2025-06-18,LR,2.5,2,midpoint
2025-06-18,LR,2.625,2,midpoint
2025-06-18,LR,2.875,4,midpoint
2025-06-18,LR,3.0,3,midpoint
2025-06-18,LR,3.125,1,midpoint
2025-06-18,LR,3.375,1,midpoint
2025-06-18,LR,3.5,2,midpoint
2025-06-18,LR,3.625,2,midpoint
2025-06-18,LR,3.75,1,midpoint
2025-06-18,LR,3.875,1,midpoint
2025-09-17,2025,2.875,1,midpoint
2025-09-17,2025,3.625,9,midpoint
2025-09-17,2025,3.875,2,midpoint
2025-09-17,2025,4.125,6,midpoint
2025-09-17,2025,4.375,1,midpoint
2025-09-17,2026,2.625,2,midpoint
2025-09-17,2026,2.875,3,midpoint
2025-09-17,2026,3.125,4,midpoint
2025-09-17,2026,3.375,2,midpoint
2025-09-17,2026,3.625,6,midpoint
2025-09-17,2026,3.875,2,midpoint
2025-09-17,2027,2.375,1,midpoint
2025-09-17,2027,2.625,2,midpoint
2025-09-17,2027,2.875,3,midpoint
2025-09-17,2027,3.125,7,midpoint
2025-09-17,2027,3.375,2,midpoint
2025-09-17,2027,3.625,2,midpoint
2025-09-17,2027,3.875,2,midpoint
2025-09-17,2028,2.625,3,midpoint
2025-09-17,2028,2.75,1,midpoint
2025-09-17,2028,2.875,4,midpoint
2025-09-17,2028,3.125,5,midpoint
2025-09-17,2028,3.375,2,midpoint
2025-09-17,2028,3.625,2,midpoint
2025-09-17,2028,3.875,2,midpoint
2025-09-17,LR,2.625,3,midpoint
2025-09-17,LR,2.75,2,midpoint
2025-09-17,LR,2.875,1,midpoint
2025-09-17,LR,3.0,4,midpoint
2025-09-17,LR,3.125,2,midpoint
2025-09-17,LR,3.25,1,midpoint
2025-09-17,LR,3.375,2,midpoint
2025-09-17,LR,3.5,1,midpoint
2025-09-17,LR,3.625,1,midpoint
2025-09-17,LR,3.75,1,midpoint
2025-09-17,LR,3.875,1,midpoint
2025-12-10,2025,3.375,1,midpoint
2025-12-10,2025,3.625,12,midpoint
2025-12-10,2025,3.875,6,midpoint
2025-12-10,2026,2.125,1,midpoint
2025-12-10,2026,2.625,1,midpoint
2025-12-10,2026,2.875,2,midpoint
2025-12-10,2026,3.125,4,midpoint
2025-12-10,2026,3.375,4,midpoint
2025-12-10,2026,3.625,4,midpoint
2025-12-10,2026,3.875,3,midpoint
2025-12-10,2027,2.375,1,midpoint
2025-12-10,2027,2.625,2,midpoint
2025-12-10,2027,2.875,3,midpoint
2025-12-10,2027,3.125,6,midpoint
2025-12-10,2027,3.375,3,midpoint
2025-12-10,2027,3.625,2,midpoint
2025-12-10,2027,3.875,2,midpoint
2025-12-10,2028,2.625,3,midpoint
2025-12-10,2028,2.75,1,midpoint
2025-12-10,2028,2.875,3,midpoint
2025-12-10,2028,3.125,6,midpoint
2025-12-10,2028,3.375,2,midpoint
2025-12-10,2028,3.625,2,midpoint
2025-12-10,2028,3.875,2,midpoint
2025-12-10,LR,2.625,3,midpoint
2025-12-10,LR,2.75,1,midpoint
2025-12-10,LR,2.875,1,midpoint
2025-12-10,LR,3.0,5,midpoint
2025-12-10,LR,3.125,2,midpoint
2025-12-10,LR,3.25,1,midpoint
2025-12-10,LR,3.375,2,midpoint
2025-12-10,LR,3.5,1,midpoint
2025-12-10,LR,3.625,1,midpoint
2025-12-10,LR,3.75,1,midpoint
2025-12-10,LR,3.875,1,midpoint
2026-03-18,2026,2.625,1,midpoint
2026-03-18,2026,2.875,2,midpoint
2026-03-18,2026,3.125,2,midpoint
2026-03-18,2026,3.375,7,midpoint
2026-03-18,2026,3.625,7,midpoint
2026-03-18,2027,2.375,1,midpoint
2026-03-18,2027,2.625,1,midpoint
2026-03-18,2027,2.875,3,midpoint
2026-03-18,2027,3.125,6,midpoint
2026-03-18,2027,3.375,4,midpoint
2026-03-18,2027,3.625,3,midpoint
2026-03-18,2027,3.875,1,midpoint
2026-03-18,2028,2.625,2,midpoint
2026-03-18,2028,2.875,3,midpoint
2026-03-18,2028,3.125,7,midpoint
2026-03-18,2028,3.375,3,midpoint
2026-03-18,2028,3.625,3,midpoint
2026-03-18,2028,3.875,1,midpoint
2026-03-18,LR,2.625,2,midpoint
2026-03-18,LR,2.875,2,midpoint
2026-03-18,LR,3.0,5,midpoint
2026-03-18,LR,3.125,3,midpoint
2026-03-18,LR,3.25,1,midpoint
2026-03-18,LR,3.375,2,midpoint
2026-03-18,LR,3.5,1,midpoint
2026-03-18,LR,3.625,1,midpoint
2026-03-18,LR,3.75,1,midpoint
2026-03-18,LR,3.875,1,midpoint
